ID_OFERTA,DS_CUPOM_LOJA,DS_URL_ORIGEM
22884,blz.to,https://blz.to/r/6bns_7fy1c
23267,blz.to,https://blz.to/r/RdLhTmtx7I
23268,blz.to,https://blz.to/r/V0lFMCYdzi
23665,blz.to,https://blz.to/r/K9cHNcpieP
24018,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/jean-paul-gaultier-scandal-absolu-parfum-concentre-perfume-feminino/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_agostoepoca_082026&utm_medium=post_c
24024,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/212-heroes-for-her-collector-edition-carolina-herrera-perfume-feminino-eau-de-parfum/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_agostoepoca_082026&utm_medium=post_c
24524,onelink.shein.com,https://onelink.shein.com/51/61gaqnrtwcid
24564,blz.to,https://blz.to/r/8yxOWZFJun
25318,blz.to,https://blz.to/r/o3vEX_SMTl
25319,blz.to,https://blz.to/r/0swleSQ4jB
25320,blz.to,https://blz.to/r/YY-2bgY0NG
25519,blz.to,https://blz.to/r/Q5R_XmERMq
25520,blz.to,https://blz.to/r/ikJTMRp5UC
25521,blz.to,https://blz.to/r/OTXwLf0ajF
25522,blz.to,https://blz.to/r/E6pm8s3bK4
25524,blz.to,https://blz.to/r/nl_4_ZvV_t
25525,blz.to,https://blz.to/r/CbF79qUF6x
25530,blz.to,https://blz.to/r/1Br-82kw0M
25531,blz.to,https://blz.to/r/EAaXCATvXb
25776,blz.to,https://blz.to/r/9Ga2blHWJw
25870,blz.to,https://blz.to/r/ZQIzujkHPr
26050,blz.to,https://blz.to/r/YZz-FO-HGn
26053,blz.to,https://blz.to/r/G43RiWPVR8
26054,blz.to,https://blz.to/r/wOBdnFgF9O
26227,blz.to,https://blz.to/r/GPBBwiWBkx
26352,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/body-mist-jo-malone-london-english-pear--freesia/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_julhooo_072026&utm_medium=post_c
26361,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/flower-by-kenzo-eau-legere-eau-de-toilette-kenzo-perfume-feminino/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
26385,blz.to,https://blz.to/r/J1rvp__HAU
26408,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/prada-paradoxe-perfume-feminino-eau-de-parfum/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
26409,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/blush-em-po-aveludado-mac-skinfinish-colourstruck-blush/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
26520,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/coffret-habit-rouge-kit-perfume-edt--tr--gb/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
26614,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/narciso-rodriguez-for-her-eau-de-toilette-narciso-rodriguez-perfume-feminino/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
26618,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/narciso-rodriguez-for-her-eau-de-parfum-narciso-rodriguez-perfume-feminino/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
26711,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/hypnotic-poison-eau-de-toilette-dior-perfume-feminino/p?idsku=514&utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
27010,blz.to,https://blz.to/r/God7NS5nTI
27026,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/perfume-off-now-lancome-feminino-eau-de-toilette/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
27203,blz.to,https://blz.to/r/0OSwBWfQfH
27205,on.ltk.com,https://on.ltk.com/+_EJbIJ6FXc-f2VreYRuTiw
27238,blz.to,https://blz.to/r/6jh_1BHDkS
27273,blz.to,https://blz.to/r/n89E85ECOI
27546,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/olympea-flora-paco-rabanne-perfume-feminino-eau-de-parfum/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
27598,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/narciso-rodriguez-for-her-eau-de-toilette-narciso-rodriguez-perfume-feminino/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
27599,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/perfume-for-her-narciso-rodriguez-feminino-eau-de-parfum/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
27600,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/perfume-tommy-girl-new-york-tommy-hilfiger-feminino-eau-de-toilette/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
27760,blz.to,https://blz.to/r/BTWgADBlW3
27828,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/blush-bronzeador-too-faced-sun-bunny/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
27947,blz.to,https://blz.to/r/IzKVz0o7Ul
27948,blz.to,https://blz.to/r/Au57BIjSCu
27966,skelt.com.br,https://www.skelt.com.br/?utm_source=creators&utm_medium=SKACHADINHOSDEDIAEDENOITE&utm_campaign=inbazz
27981,blz.to,https://blz.to/r/9Rx2XAP8oJ
28139,blz.to,https://blz.to/r/f0x8IOaf2a
28260,blz.to,https://blz.to/r/DgaGRcbZYW
28340,blz.to,https://blz.to/r/67AlnLOPd7
28341,blz.to,https://blz.to/r/KIvUfDvhjQ
28342,blz.to,https://blz.to/r/APDSqfp49y
28382,skelt.com.br,https://www.skelt.com.br/?utm_source=creators&utm_medium=SKACHADINHOSDEDIAEDENOITE&utm_campaign=inbazz
28412,skelt.com.br,https://www.skelt.com.br/?utm_source=creators&utm_medium=SKACHADINHOSDEDIAEDENOITE&utm_campaign=inbazz
29188,blz.to,https://blz.to/r/fOBKSYnfSk
29189,blz.to,https://blz.to/r/NiiVetOFIm
29192,blz.to,https://blz.to/r/8iCn3YCecS
29372,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/perfume-light-blue-dolce--gabbana-feminino-eau-de-parfum/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
29570,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/perfume-off-now-lancome-feminino-eau-de-toilette/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
29628,epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/coffret-marc-jacobs-daisy-kit-perfume-edt--ps/p?utm_source=pb_achadinhoscomcarol&utm_campaign=promo_setembrosquad_092026&utm_medium=post_c
